id	ini	fn	pt	单字	漢字_程序改名	IPA_程序改名	注釋_程序改名
2660	f	ɐn	33	熏	fɐn33	fɐn1a	烟～人,～蚊[白]
2661	f	ɐn	45	勳	fɐn45	fɐn1b	～章
2662	f	ɐn	33	薰	fɐn33	fɐn1a	～衣草
2664	f	ɐn	451	訓	fɐn451	fɐn5	教～，～人
2665	tʰ	ɔn	451	熨	tʰɔn451	tʰɔn5	～斗[训]
2666	v	ɐn	213	云	vɐn213	vɐn2	古人～
2667	v	ɐn	213	雲	vɐn213	vɐn2	乌～
2668	v	ɐn	21	韻	vɐn21	vɐn3	押～，～律
2669	v	ɐn	21	運	vɐn21	vɐn3	～气，好～
2670	v	ɐn	213	暈	vɐn213	vɐn2	～车，头～[训]
2671	p	ɔn	33	幫	pɔn33	pɔn1a	～忙
2672	p	ɔn	21	榜	pɔn21	pɔn3	～样
2673	pʰ	ɔn	21	謗	pʰɔn21	pʰɔn3	诽～
2674	p	ɔk	21	博	pɔk21	pɔk8a	～士，广～
2675	pʰ	ɔn	213	滂	pʰɔn213	pʰɔn2	～沱
2676	pʰ	ɐt	21	泊	pʰɐt21	pʰɐt8a	梁山～
2677	pʰ	ɔn	213	旁	pʰɔn213	pʰɔn2	～边
2678	pʰ	ɔn	21	螃	pʰɔn21	pʰɔn3	～蟹
2679	pʰ	ɔn	213	傍	pʰɔn213	pʰɔn2	～晚
2681	pʰ	ɔk	21	薄	pʰɔk21	pʰɔk8a	不厚，～弱
2682	pʰ	æk	21	泊	pʰæk21	pʰæk8a	停～，淡～
2683	m	ɔn	213	忙	mɔn213	mɔn2	农～，～碌
2684	m	ɔn	45	芒	mɔn45	mɔn1b	～种[节气]
2685	m	ɔn	213	茫	mɔn213	mɔn2	白～～，～然
2686	m	ɔn	21	莽	mɔn21	mɔn3	鲁～
2687	m	ɔn	21	蟒	mɔn21	mɔn3	～蛇
2688	m	ɔk	21	莫	mɔk21	mɔk8a	不要，～非
2689	m	ɔk	21	膜	mɔk21	mɔk8a	薄～
2690	m	ɔn	21	幕	mɔn21	mɔn8a	报～，～布
2691	m	ɔk	21	寞	mɔk21	mɔk8a	寂～
2692	m	ɔ	45	摸	mɔ45	mɔ1b	偷偷～～[文]
2693	m	ɔ	33	摸	mɔ33	mɔ1a	～来～去[白]
2694	t	ɔn	33	當	tɔn33	tɔn1a	～时，应～，～官
2695	t	ɔn	451	襠	tɔn451	tɔn5	裤～
2696	t	ɔn	451	襠	tɔn451	tɔn5	裤～[白]
2697	t	ɔn	21	黨	tɔn21	tɔn3	入～，～员
2698	t	ɔn	21	擋	tɔn21	tɔn3	阻～，～风
2699	t	ɔn	33	當	tɔn33	tɔn1a	～铺，恰～；唔～（不如）
2700	t	ɔn	21	檔	tɔn21	tɔn3	～案
2701	tʰ	ɔn	33	湯	tʰɔn33	tʰɔn1a	煮～；姓
2702	tʰ	ɔn	21	倘	tʰɔn21	tʰɔn3	～使
2703	tʰ	ɔn	21	躺	tʰɔn21	tʰɔn3	平～
2704	tʰ	ɔn	451	燙	tʰɔn451	tʰɔn5	～手
2705	tʰ	ɔn	451	趟	tʰɔn451	tʰɔn5	两～
2706	tʰ	ɔk	21	託	tʰɔk21	tʰɔk8a	～词，推～
2707	tʰ	ɔk	21	托	tʰɔk21	tʰɔk8a	手承物，～盘
2708	tʰ	ɔn	213	堂	tʰɔn213	tʰɔn2	～兄，拜～，课～
2709	tʰ	ɔn	213	棠	tʰɔn213	tʰɔn2	海～
2710	tʰ	ɔn	213	螳	tʰɔn213	tʰɔn2	～螂
2711	tʰ	ɔn	213	唐	tʰɔn213	tʰɔn2	～朝；姓
2712	tʰ	ɔn	213	糖	tʰɔn213	tʰɔn2	白～
2713	tʰ	ɔn	213	塘	tʰɔn213	tʰɔn2	鱼～
2714	tʰ	ɔn	21	蕩	tʰɔn21	tʰɔn3	放～，扫～
2715	tʰ	ɔn	21	盪	tʰɔn21	tʰɔn3	过水，～嘴，～碗[白]
2717	tʰ	u	21	度	tʰu21	tʰu3	思～
2718	n	ɔŋ	213	囊	nɔŋ213	nɔŋ2	背～
2719	n	ɔk	21	諾	nɔk21	nɔk8a	承～，～言
2720	l	ɔŋ	213	郎	lɔŋ213	lɔŋ2	新～；姓，～平
2721	l	ɔŋ	213	廊	lɔŋ213	lɔŋ2	走～
2722	l	ɔŋ	213	狼	lɔŋ213	lɔŋ2	～狈，豺～
2723	l	ɔŋ	213	螂	lɔŋ213	lɔŋ2	螳～
2724	l	ɔŋ	21	朗	lɔŋ21	lɔŋ3	～诵，明～
2725	l	ɔŋ	21	浪	lɔŋ21	lɔŋ3	风～，～费
2726	l	ɔk	21	落	lɔk21	lɔk8a	下落
2727	l	ɔk	21	烙	lɔk21	lɔk8a	～印
2728	l	ɔk	21	駱	lɔk21	lɔk8a	～驼
2729	l	ɔk	21	洛	lɔk21	lɔk8a	～阳（地名）
2730	l	ɔk	21	絡	lɔk21	lɔk8a	联～
2731	l	ɔk	21	樂	lɔk21	lɔk8a	～观，快～
2732	ʦ	ɔn	33	贓	ʦɔn33	ʦɔn1a	～款，贪～枉法
2733	ʦ	ɔn	33	髒	ʦɔn33	ʦɔn1a	肮～
2734	ʦ	ɔn	451	葬	ʦɔn451	ʦɔn5	埋～，落～
2735	ʦ	ɔk	21	作	ʦɔk21	ʦɔk8a	工～，种～
2736	ʦʰ	ɔn	33	倉	ʦʰɔn33	ʦʰɔn1a	～库
2737	ʦʰ	ɔn	33	蒼	ʦʰɔn33	ʦʰɔn1a	～白
2738	tʰ	ɔ	451	錯	tʰɔ451	tʰɔ5	～开，～杂
2739	tʰ	ɔn	213	藏	tʰɔn213	tʰɔn2	隐～
2740	ʦʰ	ɔn	21	藏	ʦʰɔn21	ʦʰɔn3	西～，～族
2741	ʦʰ	ɔn	21	臟	ʦʰɔn21	ʦʰɔn3	内～
2742	tʰ	ɔk	21	鑿	tʰɔk21	tʰɔk8a	用凿子凿
2743	ʦ	ɔk	21	昨	ʦɔk21	ʦɔk8a	昨天
2744	ɬ	ɔn	33	桑	ɬɔn33	ɬɔn1a	～叶
2745	ɬ	ɔn	451	喪	ɬɔn451	ɬɔn5	婚～，～事
2746	ɬ	ɔn	33	嗓	ɬɔn33	ɬɔn1a	金～子
2747	ɬ	ɔn	451	喪	ɬɔn451	ɬɔn5	～失
2748	ɬ	ɔk	21	索	ɬɔk21	ɬɔk8a	绳子，线～
2749	k	ɔn	33	岡	kɔn33	kɔn1a	井～山（地名）
2750	k	ɔn	33	崗	kɔn33	kɔn1a	站～，～位
2751	k	ɔn	33	剛	kɔn33	kɔn1a	～才，～好
2752	k	ɔn	33	綱	kɔn33	kɔn1a	～常，大～
2753	k	ɔn	451	鋼	kɔn451	kɔn5	炼～，～笔
2754	k	ɔn	33	缸	kɔn33	kɔn1a	水～
2755	kʰ	ɔn	33	杠	kʰɔn33	kʰɔn1a	高低～
2756	k	ɔk	21	各	kɔk21	kɔk8a	～人
2757	k	ɔk	21	閣	kɔk21	kɔk8a	～楼；～下
2758	k	ɔk	21	擱	kɔk21	kɔk8a	耽～
2759	h	ɔn	33	康	hɔn33	hɔn1a	健～
2760	h	ɔn	33	糠	hɔn33	hɔn1a	谷～
2761	h	ɔn	33	慷	hɔn33	hɔn1a	～慨
2762	kʰ	ɔn	451	抗	kʰɔn451	kʰɔn5	反～，～战
2763	ʔ	ɐm	33	囥	ʔɐm33	ʔɐm1a	藏
2764	ŋ	ɔŋ	33	昂	ŋɔŋ33	ŋɔŋ1a	～首挺胸，气～～
2765	ŋ	ɔk	21	鄂	ŋɔk21	ŋɔk8a	湖北简称
2766	ŋ	ɔk	21	鰐	ŋɔk21	ŋɔk8a	～鱼
2767	h	ɔŋ	213	行	hɔŋ213	hɔŋ2	银～
2768	h	ɔŋ	213	航	hɔŋ213	hɔŋ2	～行，～线
2769	h	ɔŋ	213	杭	hɔŋ213	hɔŋ2	～州
2770	h	ɔk	21	鶴	hɔk21	hɔk8a	仙～
2771	ʔ	ɔŋ	33	骯	ʔɔŋ33	ʔɔŋ1a	～脏
2772	ʔ	ɔk	21	惡	ʔɔk21	ʔɔk8a	善～，～霸
2773	n	iœŋ	213	娘	niœŋ213	niœŋ2	姑～
2774	ȵ	iœŋ	213	釀	ȵiœŋ213	ȵiœŋ2	～豆腐[训]
2775	l	iœŋ	213	良	liœŋ213	liœŋ2	～好，优～
2776	l	iœŋ	213	凉	liœŋ213	liœŋ2	天～
2777	l	iœŋ	213	量	liœŋ213	liœŋ2	衡～，～尺寸
2778	l	iœŋ	213	糧	liœŋ213	liœŋ2	～食
2779	l	iœŋ	213	樑	liœŋ213	liœŋ2	姓；～山（地名）
2780	l	iœŋ	213	粱	liœŋ213	liœŋ2	高～，黄～美梦
2781	l	iœŋ	21	兩	liœŋ21	liœŋ3	～个
2782	l	iœŋ	33	兩	liœŋ33	liœŋ1a	半斤八～
2783	l	iœŋ	451	亮	liœŋ451	liœŋ5	明～
2784	l	iœŋ	451	諒	liœŋ451	liœŋ5	原～，～解
2785	l	iœŋ	33	輛	liœŋ33	liœŋ1a	车～，两～
2786	l	iœŋ	451	量	liœŋ451	liœŋ5	数～
2787	l	œk	21	略	lœk21	lœk8a	省～
2788	l	œk	21	掠	lœk21	lœk8a	～夺
2789	ʦ	iœŋ	33	將	ʦiœŋ33	ʦiœŋ1a	～来；～军
2790	ʦ	iœŋ	451	漿	ʦiœŋ451	ʦiœŋ5	豆～，～糊
2791	ʦ	iœŋ	21	蔣	ʦiœŋ21	ʦiœŋ3	姓，～介石
2792	ʦ	iœŋ	21	獎	ʦiœŋ21	ʦiœŋ3	～金，得～
2793	ʦ	iœŋ	21	槳	ʦiœŋ21	ʦiœŋ3	船～
2794	ʦ	iœŋ	21	醬	ʦiœŋ21	ʦiœŋ3	沙茶～，辣椒～
2795	ʦ	iœŋ	21	將	ʦiœŋ21	ʦiœŋ3	大～，～士
2796	ʦʰ	iœt	21	爵	ʦʰiœt21	ʦʰiœt8a	官～，～位
2797	ʦʰ	iœt	21	雀	ʦʰiœt21	ʦʰiœt8a	麻～，～斑
2798	ʦʰ	iœŋ	33	槍	ʦʰiœŋ33	ʦʰiœŋ1a	手～
2799	ʦʰ	iœŋ	21	搶	ʦʰiœŋ21	ʦʰiœŋ3	～劫
2800	ʦʰ	iœt	21	鵲	ʦʰiœt21	ʦʰiœt8a	喜～，鸦～
2801	ʦʰ	iœŋ	213	牆	ʦʰiœŋ213	ʦʰiœŋ2	～壁
2802	ʦʰ	iœŋ	21	匠	ʦʰiœŋ21	ʦʰiœŋ3	木～
2803	ʦʰ	iœt	21	嚼	ʦʰiœt21	ʦʰiœt8a	咀～，～碎
2804	ɬ	iœŋ	33	相	ɬiœŋ33	ɬiœŋ1a	互～，～打（打架）
2805	ɬ	iœŋ	33	箱	ɬiœŋ33	ɬiœŋ1a	皮～
2806	ɬ	iœŋ	33	廂	ɬiœŋ33	ɬiœŋ1a	～房，车～
2807	ɬ	iœŋ	33	湘	ɬiœŋ33	ɬiœŋ1a	湖南简称，～江
2808	ɬ	iœŋ	33	襄	ɬiœŋ33	ɬiœŋ1a	～阳（地名）
2809	ɬ	iœŋ	33	鑲	ɬiœŋ33	ɬiœŋ1a	～牙
2810	ɬ	iœŋ	21	想	ɬiœŋ21	ɬiœŋ3	～法，思～
2811	ɬ	iœŋ	451	相	ɬiœŋ451	ɬiœŋ5	宰～，看～，～貌
2812	ɬ	iœt	21	削	ɬiœt21	ɬiœt8a	～皮，剥～
2813	ʦʰ	ɔŋ	213	詳	ʦʰɔŋ213	ʦʰɔŋ2	～细
2814	ʦʰ	ian	213	祥	ʦʰian213	ʦʰian2	慈～，吉～
2815	ʦʰ	ian	21	象	ʦʰian21	ʦʰian3	气～
2816	ʦʰ	ian	21	象	ʦʰian21	ʦʰian3	大～
2817	ʦʰ	ian	21	象	ʦʰian21	ʦʰian3	印～，想～
2818	ʦʰ	ian	451	像	ʦʰian451	ʦʰian5	好～，相～
2819	ʦʰ	ian	21	像	ʦʰian21	ʦʰian3	头～，～章
2820	ʦʰ	ian	21	橡	ʦʰian21	ʦʰian3	～胶，～树
2821	ʦ	ɔŋ	33	張	ʦɔŋ33	ʦɔŋ1a	紧～；姓；装东西
2822	ʦ	ɔŋ	21	長	ʦɔŋ21	ʦɔŋ3	生～，省～
2823	ʦ	ɔn	451	漲	ʦɔn451	ʦɔn5	～价，～潮
2824	ʦ	ɔn	451	帳	ʦɔn451	ʦɔn5	蚊～
2825	ʦ	ɔn	451	賬	ʦɔn451	ʦɔn5	算～，～簿
2826	ʦ	ɔn	451	脹	ʦɔn451	ʦɔn5	～肚，膨～
2827	ʦ	ɔk	21	着	ʦɔk21	ʦɔk8a	～衫（穿衣服）
2828	tʰ	ɔŋ	451	暢	tʰɔŋ451	tʰɔŋ5	～快，通～
2829	tʰ	ɔŋ	213	長	tʰɔŋ213	tʰɔŋ2	～期，～短
2830	tʰ	ɔŋ	213	腸	tʰɔŋ213	tʰɔŋ2	猪～，～胃
2831	tʰ	ɔŋ	213	場	tʰɔŋ213	tʰɔŋ2	排～，～地
2832	tʰ	ɔŋ	21	丈	tʰɔŋ21	tʰɔŋ3	三丈
2833	ʦʰ	ɔŋ	21	丈	ʦʰɔŋ21	ʦʰɔŋ3	姑～
2834	ʦ	ɔŋ	451	仗	ʦɔŋ451	ʦɔŋ5	打～；炮～（鞭炮）
2835	ʦʰ	ɔŋ	21	杖	ʦʰɔŋ21	ʦʰɔŋ3	拐～
2836	ʦʰ	ɔk	21	着	ʦʰɔk21	ʦʰɔk8a	～火
2837	ʦ	ɔŋ	33	莊	ʦɔŋ33	ʦɔŋ1a	～园；姓
2838	ʦ	ɔŋ	33	裝	ʦɔŋ33	ʦɔŋ1a	假～
2839	ʦ	ɔŋ	33	妝	ʦɔŋ33	ʦɔŋ1a	化～
2840	ʦ	ɔŋ	451	壯	ʦɔŋ451	ʦɔŋ5	强～
2841	ʦʰ	ɔŋ	33	瘡	ʦʰɔŋ33	ʦʰɔŋ1a	痔～
2842	ʦʰ	ɔŋ	451	闖	ʦʰɔŋ451	ʦʰɔŋ5	～祸，李～王
2843	ʦʰ	ɔŋ	451	創	ʦʰɔŋ451	ʦʰɔŋ5	开～，～造
2844	ʦʰ	ɔŋ	213	牀	ʦʰɔŋ213	ʦʰɔŋ2	眠～
2845	ʦʰ	ɔŋ	21	狀	ʦʰɔŋ21	ʦʰɔŋ3	告～，～元，～态
2846	ɬ	iœŋ	33	霜	ɬiœŋ33	ɬiœŋ1a	落～，～降
2847	ɬ	ɔŋ	33	孀	ɬɔŋ33	ɬɔŋ1a	遗～
2848	ɬ	ɔŋ	21	爽	ɬɔŋ21	ɬɔŋ3	～快，直～
2849	ʦ	ɔŋ	33	章	ʦɔŋ33	ʦɔŋ1a	姓；文～
2850	ʦ	ɔŋ	33	樟	ʦɔŋ33	ʦɔŋ1a	～脑丸；～木头（地名）
2851	ʦ	ɔŋ	21	掌	ʦɔŋ21	ʦɔŋ3	巴～，～握
2852	ʦ	ɔn	451	障	ʦɔn451	ʦɔn5	保～
2853	ʦ	ɔŋ	451	瘴	ʦɔŋ451	ʦɔŋ5	～气
2854	ʦ	ɔŋ	33	嶂	ʦɔŋ33	ʦɔŋ1a	耸立如屏障的山峰
2855	ʦʰ	œk	21	酌	ʦʰœk21	ʦʰœk8a	斟～，～情
2856	ʦʰ	ɔŋ	33	昌	ʦʰɔŋ33	ʦʰɔŋ1a	～盛
2857	ʦʰ	ɔŋ	33	菖	ʦʰɔŋ33	ʦʰɔŋ1a	～蒲
2858	ʦʰ	ɔŋ	21	廠	ʦʰɔŋ21	ʦʰɔŋ3	～长
2859	ʦʰ	ɔŋ	451	唱	ʦʰɔŋ451	ʦʰɔŋ5	～歌
2860	ʦʰ	ɔŋ	33	倡	ʦʰɔŋ33	ʦʰɔŋ1a	提～
2861	ʦʰ	ɔk	21	綽	ʦʰɔk21	ʦʰɔk8a	～～有余，～号
2862	s	ɔŋ	33	商	sɔŋ33	sɔŋ1a	～量，经～
2863	s	ɔŋ	33	傷	sɔŋ33	sɔŋ1a	受～
2864	s	ɔŋ	21	賞	sɔŋ21	sɔŋ3	欣～，～金
2865	s	ɔŋ	21	餉	sɔŋ21	sɔŋ3	军～
2866	s	ɔŋ	213	常	sɔŋ213	sɔŋ2	经～，～识；姓
2867	s	ɔŋ	213	嘗	sɔŋ213	sɔŋ2	～试，品～
2868	s	ɔŋ	213	償	sɔŋ213	sɔŋ2	赔～
2869	s	ɔŋ	33	上	sɔŋ33	sɔŋ1a	～山[动]
2870	s	ɔŋ	33	上	sɔŋ33	sɔŋ1a	安上，～灯，～灯泡
2871	s	ɔŋ	21	尚	sɔŋ21	sɔŋ3	和～，高～
2872	s	ɔŋ	33	上	sɔŋ33	sɔŋ1a	～背[方位]；～海（地名）
2873	s	ɔŋ	21	上	sɔŋ21	sɔŋ3	桌～，床～
2874	s	ɔk	21	勺	sɔk21	sɔk8a	饭～
2875	ʦʰ	œt	21	芍	ʦʰœt21	ʦʰœt8a	～药；白～（中药）
2876	n	ɔŋ	45	瓤	nɔŋ45	nɔŋ1b	瓜～
2877	ȵ	ɔŋ	213	壤	ȵɔŋ213	ȵɔŋ2	土～
2878	ȵ	ɔŋ	451	讓	ȵɔŋ451	ȵɔŋ5	～位
2879	ȵ	ɔk	21	若	ȵɔk21	ȵɔk8a	～干，～无其事
2880	ȵ	ɔk	21	弱	ȵɔk21	ȵɔk8a	～点
2881	k	iœŋ	33	疆	kiœŋ33	kiœŋ1a	新～（地名）
2882	k	iœŋ	33	僵	kiœŋ33	kiœŋ1a	冻～，～硬
2883	k	iœŋ	33	薑	kiœŋ33	kiœŋ1a	～糖
2884	k	iau	45	繮	kiau45	kiau1b	～绳
2885	k	iœŋ	33	姜	kiœŋ33	kiœŋ1a	姓，孟～女，～太公
2886	k	œt	21	腳	kœt21	kœt8a	赤～
2887	kʰ	iœŋ	213	強	kʰiœŋ213	kʰiœŋ2	～大，坚～
2888	kʰ	iœŋ	21	強	kʰiœŋ21	kʰiœŋ3	勉～
2889	kʰ	iœt	21	卻	kʰiœt21	kʰiœt8a	退～，～步
2890	ŋ	ɔn	33	仰	ŋɔn33	ŋɔn1a	～视
2891	ȵ	ɔk	21	虐	ȵɔk21	ȵɔk8a	～待
2892	ȵ	ɔk	21	瘧	ȵɔk21	ȵɔk8a	～疾
2893	s	ɔŋ	33	香	sɔŋ33	sɔŋ1a	～味，烧～；～港（地名）
2894	s	ɔŋ	33	鄉	sɔŋ33	sɔŋ1a	家～
2895	s	ɔŋ	21	享	sɔŋ21	sɔŋ3	～受，分～
2896	s	ɔŋ	21	響	sɔŋ21	sɔŋ3	音～
2897	s	ɔŋ	451	向	sɔŋ451	sɔŋ5	～东
2898	j	iɔŋ	33	央	jiɔŋ33	jiɔŋ1a	中～台，党中～[文]
2899	j	iɔŋ	33	央	jiɔŋ33	jiɔŋ1a	中～（中间）[白]
2900	j	iɔŋ	33	秧	jiɔŋ33	jiɔŋ1a	插～，～苗
2901	j	iɔŋ	33	殃	jiɔŋ33	jiɔŋ1a	遭～，～及
2902	j	iɔk	21	約	jiɔk21	jiɔk8a	大～，～会
2903	j	iɔŋ	213	羊	jiɔŋ213	jiɔŋ2	羊
2904	j	iɔŋ	213	洋	jiɔŋ213	jiɔŋ2	太平～
2905	j	iɔŋ	213	楊	jiɔŋ213	jiɔŋ2	姓；～树
2906	j	iɔŋ	213	陽	jiɔŋ213	jiɔŋ2	太～；揭～（地名）
2907	j	iɔŋ	213	揚	jiɔŋ213	jiɔŋ2	表～，发～
2908	j	iɔŋ	213	瘍	jiɔŋ213	jiɔŋ2	溃～
2909	j	iɔŋ	33	養	jiɔŋ33	jiɔŋ1a	培～，～猪
2910	j	iɔŋ	33	癢	jiɔŋ33	jiɔŋ1a	皮肤痒
2911	j	iɔŋ	21	樣	jiɔŋ21	jiɔŋ3	一～
2912	j	iɔŋ	21	樣	jiɔŋ21	jiɔŋ3	～般
2913	j	iɔk	21	藥	jiɔk21	jiɔk8a	中～，～片
2914	j	iɔk	21	躍	jiɔk21	jiɔk8a	跳～，大～进
2915	k	ɔŋ	33	光	kɔŋ33	kɔŋ1a	阳～，～明
2916	k	ɔŋ	21	廣	kɔŋ21	kɔŋ3	推～；～东（地名）
2917	kʰ	ɔŋ	451	桄	kʰɔŋ451	kʰɔŋ5	桌椅等腿间的横木
2918	k	ɔk	21	郭	kɔk21	kɔk8a	姓，～靖
2919	kʰ	ɔŋ	451	曠	kʰɔŋ451	kʰɔŋ5	空～，～课
2920	k	ɔk	21	廓	kɔk21	kɔk8a	轮～
2921	kʰ	ɔŋ	451	擴	kʰɔŋ451	kʰɔŋ5	～充，～大
2922	f	ɔŋ	33	荒	fɔŋ33	fɔŋ1a	开～，～唐
2923	f	ɔŋ	33	慌	fɔŋ33	fɔŋ1a	～张，心～
2924	f	ɔŋ	33	謊	fɔŋ33	fɔŋ1a	说～
2925	f	ɔk	21	霍	fɔk21	fɔk8a	姓；～乱
2926	f	ɔk	21	藿	fɔk21	fɔk8a	～香（中药）
2927	v	ɔŋ	213	黃	vɔŋ213	vɔŋ2	姓；～色
2928	v	ɔŋ	213	簧	vɔŋ213	vɔŋ2	弹～
2929	v	ɔŋ	213	皇	vɔŋ213	vɔŋ2	～帝
2930	v	ɔŋ	213	蝗	vɔŋ213	vɔŋ2	～虫
2931	v	ɔŋ	213	凰	vɔŋ213	vɔŋ2	凤～
2932	f	ɔŋ	21	晃	fɔŋ21	fɔŋ3	摇～，～动
2933	f	ɔŋ	21	晃	fɔŋ21	fɔŋ3	～光
2934	v	ɔk	21	鑊	vɔk21	vɔk8a	锅
2935	v	ɔn	33	汪	vɔn33	vɔn1a	姓，～洋
2936	f	ɔn	33	方	fɔn33	fɔn1a	地～，大～
2937	f	ɔn	33	肪	fɔn33	fɔn1a	脂～
2938	f	ɔn	21	倣	fɔn21	fɔn3	～效
2939	f	ɔn	451	放	fɔn451	fɔn5	解～，～心[文]
2940	f	ɔn	451	放	fɔn451	fɔn5	～手[白]
2941	f	ɔn	33	芳	fɔn33	fɔn1a	～香
2942	f	ɔn	213	妨	fɔn213	fɔn2	～碍
2943	f	ɔn	21	紡	fɔn21	fɔn3	～织
2944	f	ɔn	21	仿	fɔn21	fɔn3	～照，相～
2945	f	ɔn	21	彷	fɔn21	fɔn3	～佛
2946	f	ɔn	21	訪	fɔn21	fɔn3	采～，～问
2947	f	ɔn	213	房	fɔn213	fɔn2	～间
2948	f	ɔŋ	213	房	fɔŋ213	fɔŋ2	姓，～玄龄
2949	f	ɔŋ	213	防	fɔŋ213	fɔŋ2	～止，国～
2950	m	ɔn	213	亡	mɔn213	mɔn2	死～
2951	m	ɔn	45	芒	mɔn45	mɔn1b	～果
2952	m	ɔn	45	芒	mɔn45	mɔn1b	～花草（可制扫帚）
2953	m	ɔn	21	網	mɔn21	mɔn3	鱼～，～络
2954	m	ɔŋ	213	忘	mɔŋ213	mɔŋ2	～记，遗～[文]
2955	m	ɔŋ	213	忘	mɔŋ213	mɔŋ2	～记，遗～[白]
2956	m	ɔŋ	213	忘	mɔŋ213	mɔŋ2	添～（忘记）[白]
2957	m	ɔŋ	21	妄	mɔŋ21	mɔŋ3	狂～，痴心～想
2958	m	ɔŋ	21	望	mɔŋ21	mɔŋ3	失～
2959	f	ɔk	21	縛	fɔk21	fɔk8a	束～
2960	kʰ	uk	21	钁	kʰuk21	kʰuk8a	锄头，～锄，～头
2961	v	ɔn	33	匡	vɔn33	vɔn1a	～扶正义；赵～胤（人名）
2962	kʰ	ɔn	45	筐	kʰɔn45	kʰɔn1b	箩～，两～[文]
2963	kʰ	ɔn	45	筐	kʰɔn45	kʰɔn1b	两～[白]
2964	v	ɔŋ	45	眶	vɔŋ45	vɔŋ1b	眼眶
2965	kʰ	ɔŋ	213	狂	kʰɔŋ213	kʰɔŋ2	发～
2966	kʰ	ɔŋ	451	況	kʰɔŋ451	kʰɔŋ5	情～，～且
2967	v	ɔŋ	21	枉	vɔŋ21	vɔŋ3	冤～
2968	v	ɔŋ	213	王	vɔŋ213	vɔŋ2	姓；大～
2969	v	ɔŋ	21	往	vɔŋ21	vɔŋ3	来～，～日
2970	v	ɔŋ	21	旺	vɔŋ21	vɔŋ3	兴～
2971	p	ɔŋ	33	邦	pɔŋ33	pɔŋ1a	～国；刘～（人名）
2972	p	ɔŋ	21	綁	pɔŋ21	pɔŋ3	捆～
2973	m	ɔk	21	剝	mɔk21	mɔk8a	～削，～皮
2974	p	ɔk	21	駁	pɔk21	pɔk8a	反～
2975	pʰ	ɐn	451	胖	pʰɐn451	pʰɐn5	～子，肥～
2976	pʰ	ɔk	21	樸	pʰɔk21	pʰɔk8a	～素
2977	pʰ	ɔŋ	213	龐	pʰɔŋ213	pʰɔŋ2	～大；姓，～太师
2978	pʰ	ɐŋ	451	棒	pʰɐŋ451	pʰɐŋ5	棍～，～打鸳鸯
2979	pʰ	ɔŋ	21	蚌	pʰɔŋ21	pʰɔŋ3	～埠（地名）
2980	pʰ	ɔŋ	21	蚌	pʰɔŋ21	pʰɔŋ3	～壳
2981	pʰ	ɔk	21	雹	pʰɔk21	pʰɔk8a	冰～
2982	ʦ	ɔŋ	33	樁	ʦɔŋ33	ʦɔŋ1a	打～
2983	ʦʰ	ɔk	21	桌	ʦʰɔk21	ʦʰɔk8a	书～
2984	ʦʰ	ɔk	21	卓	ʦʰɔk21	ʦʰɔk8a	～越；姓，～别林
2985	t	œt	21	琢	tœt21	tœt8a	～磨，雕～
2986	t	œt	21	啄	tœt21	tœt8a	～木鸟，鸡～米
2987	ʦʰ	ɔŋ	451	撞	ʦʰɔŋ451	ʦʰɔŋ5	～人
2988	v	ɐn	213	濁	vɐn213	vɐn2	浑～
2989	ʦ	ɔk	21	捉	ʦɔk21	ʦɔk8a	捕～，～棋（下棋）
2990	ʦʰ	ɔŋ	33	窗	ʦʰɔŋ33	ʦʰɔŋ1a	门～，～帘
2991	ʔ	æk	21	鐲	ʔæk21	ʔæk8a	手～
2992	ɬ	ɔŋ	33	雙	ɬɔŋ33	ɬɔŋ1a	一～鞋
2993	ɬ	ɔk	21	朔	ɬɔk21	ɬɔk8a	每月初一，～望
2994	k	ɔŋ	33	江	kɔŋ33	kɔŋ1a	长～，～湖
2995	kʰ	ɔŋ	33	扛	kʰɔŋ33	kʰɔŋ1a	肩扛，双手抬
2996	k	ɔŋ	21	講	kɔŋ21	kɔŋ3	～话
2997	k	ɔŋ	21	港	kɔŋ21	kɔŋ3	～口；香～（地名）
2998	k	ɔŋ	451	降	kɔŋ451	kɔŋ5	下～，～低
2999	h	oŋ	213	虹	hoŋ213	hoŋ2	彩～
3000	k	au	451	覺	kau451	kau5	～得，知～
3001	k	ɔk	21	角	kɔk21	kɔk8a	牛～，～色
3002	k	au	21	餃	kau21	kau3	饺子，水～
3003	h	oŋ	33	腔	hoŋ33	hoŋ1a	口～
3004	h	ɔk	21	確	hɔk21	hɔk8a	～定，的～
3005	h	ɔk	45	殼	hɔk45	hɔk7	贝～
3006	ŋ	ɔk	21	嶽	ŋɔk21	ŋɔk8a	五～
3007	ŋ	ɔk	21	岳	ŋɔk21	ŋɔk8a	姓，～飞
3008	ŋ	ɔk	21	樂	ŋɔk21	ŋɔk8a	音～
3009	h	ɔŋ	213	降	hɔŋ213	hɔŋ2	投～
3010	h	ɔŋ	21	項	hɔŋ21	hɔŋ3	～链；姓，～羽
3011	h	ɔŋ	21	巷	hɔŋ21	hɔŋ3	巷子，两条～
3012	h	ɔk	21	學	hɔk21	hɔk8a	数～，～习
3013	ʔ	ɔk	21	握	ʔɔk21	ʔɔk8a	～手，把～
